station	tmprg_max	tmprg_min	tmprg_diff	lat	lon	elev	state	name	gsn	hcn	wmo	rank_max	rank_min
ASN00096033	13.658064516	7.6516129032	6.0064516129	-41.8997	146.6694	1057		LIAWENEE			95959	1	0
ASN00096071	13.30945495	6.3838709677	6.9255839822	-42.1178	146.1772	742		LAKE ST CLAIR NATIONAL PARK			94976	1	0
ASN00097000	7.0096774194	5.1849078341	1.8247695853	-42.1986	145.17	19.3		CAPE SORELL			94974	0	0
ASN00097024	11.438709677	5.7035714286	5.7351382488	-43.0609	146.704	495		WARRA			95962	1	0
ASN00097053	11.653015428	7.7029761905	3.9500392373	-42.7681	146.0461	322		STRATHGORDON VILLAGE			95953	1	0
ASN00097072	9.7032258065	7.62	2.0832258065	-42.155	145.2908	21		STRAHAN AERODROME			94956	1	0
ASN00097080	6.9193548387	4.8884792627	2.030875576	-42.985	145.5022	34		LOW ROCKY POINT			95961	0	0
ASN00097083	12.770967742	6.149078341	6.6218894009	-43.0425	146.2722	408		SCOTTS PEAK DAM			95958	1	0
ASN00097085	11.47016129	6.6559907834	4.8141705069	-41.8444	145.5419	1119.5		MOUNT READ			95952	1	0
ASN00098017	8.3032258065	5.7066820276	2.5965437788	-39.88	143.8831	37		KING ISLAND AIRPORT			94850	0	0
ASN00099005	9.5514976959	8.7798387097	0.7716589862	-40.0911	148.0024	9		FLINDERS ISLAND AIRPORT			94980	1	0
AUM00011212	6.28	7.0586956522	-0.778695652	46.6	13.667	2160		VILLACHERALPE			11212	0	0
AYM00088968	8.6422969188	16.12034632	-7.478049402	-60.733	-44.733	8		BASE ORCADAS	GSN		88968	0	2
AYM00089050	5.0720833333	7.2858333333	-2.21375	-62.183	-58.883	14		BELLINGSHAUSEN AWS	GSN		89050	0	0
AYM00089053	6.6036363636	7.695802099	-1.092165735	-62.233	-58.633	11		BASE JUBANY			89053	0	0
AYM00089054	4.8166666667	6.9011594203	-2.084492754	-62.183	-58.85	17		DINAMET-URUGUAY			89054	0	0
AYM00089056	4.1877192982	7.1404761905	-2.952756892	-62.183	-58.983	48		CENTRO MET. ANTARTICO PDTE. E	GSN		89056	0	0
AYM00089057	5.3067669173	7.3936507937	-2.086883876	-62.5	-59.683	5		BASE ARTURO PRAT			89057	0	0
AYM00089058	6.499197861	6.9592982456	-0.460100385	-62.217	-58.967	10		GREAT WALL			89058	0	0
AYM00089059	6.5894117647	10.292230576	-3.702818812	-63.317	-56.683	10		BASE BERNARDO O'HIGGINS			89059	0	1
AYM00089061	7.2526315789	7.9230273752	-0.670395796	-64.766	-64.083	8		PALMER STATION			89061	0	0
AYM00089062	7.2023529412	11.302492669	-4.100139727	-67.567	-68.117	33		ROTHERA	GSN		89062	0	1
AYM00089063	6.4	11.224747475	-4.824747475	-65.25	-64.267	11		VERNADSKY	GSN		89063	0	1
AYM00089251	5.2253289474	6.2854166667	-1.060087719	-62.217	-58.75	11		KING SEJONG			89251	0	0
AYM00089661		0		-73.517	169.75	568		CAPE PHILLIPS			89661		0
AYM00089662	6.96	7.2083333333	-0.248333333	-74.7	164.1	92		BASE BAIA TERRA NOVA	GSN		89662	0	0
BB000078954	2.5428571429	1.9874338624	0.5554232804	13.067	-59.483	52		GRANTLEY ADAMS	GSN		78954	0	0
BC000068032	9.0684615385	12.62	-3.551538462	-19.983	23.417	943		MAUN	GSN		68032	0	1
BC008948490	8.22	17.148571429	-8.928571429	-21.217	27.5	1001		FRANCISTOWN			68054	0	2
BCM00068030	7.4777777778	13.322222222	-5.844444444	-18.533	25.633	1071		PANDAMATENGA			68030	0	1
BDM00078016	8.0315047022	8.4	-0.368495298	32.3667	-64.6833	6.1		L F WADE INTL AP KINDLEY FLD	GSN		78016	0	0
BF000078073	6.1339285714	6.628	-0.494071429	25.05	-77.467	5		NASSAU AIRPORT NEW	GSN		78073	0	0
BGM00041891	8.0387692308	12.743589744	-4.704820513	24.963	91.867	15.2		OSMANY INTL			41891	0	1
BGM00041978	8.0222222222	11.865460526	-3.843238304	22.25	91.813	3.7		SHAH AMANAT INTL			41978	0	1
BGM00041992	7.8858181818	11.504545455	-3.618727273	21.452	91.964	3.7		COXS BAZAR			41992	0	1
BHM00078583	5.5424242424	6.9419191919	-1.399494949	17.539	-88.308	4.6		PHILIP S W GOLDSON INTL			78583	0	0
BL000085041	4.79	4.46	0.33	-11.03	-68.78	-999.9		COBIJA	GSN		85041	0	0
BL000085043	4.3740740741	4.0055555556	0.3685185185	-11	-66.117	141		RIBERALTA	GSN		85043	0	0
BL000085114	6.1222222222	5.1874840358	0.9347381865	-13.333	-64.117	140		MAGDALENA	GSN		85114	0	0
BL000085141	6.514408867	5.9195555556	0.5948533114	-14.47	-67.57	-999.9		RURRENABAQUE	GSN		85141	0	0
BL000085223	3.4581481481	11.2	-7.741851852	-17.42	-66.18	-999.9		COCHABAMBA	GSN		85223	0	1
BL000085364	4.9378078818	8.8	-3.862192118	-21.55	-64.7	1854		TARIJA	GSN		85364	0	0
BL000085365	14.124857143	8.3	5.8248571429	-21.95	-63.65	-999.9		YACUIBA	GSN		85365	1	0
BLM00085104	5.8291777188	6.0230769231	-0.193899204	-13.067	-64.667	140		SAN JOAQUIN			85104	0	0
BLM00085109	6.3444444444	5.4080267559	0.9364176886	-13.3	-64.7	140		SAN RAMON			85109	0	0
BLM00085123	6.3035714286	6.128	0.1755714286	-13.762	-65.435	143.9		SANTA ANA DEL YACUMA			85123	0	0
BLM00085139	7.4585	5.7739130435	1.6845869565	-14.067	-66.783	224.9		SANTA ROSA			85139	0	0
BLM00085140	7.2229064039	6.2048888889	1.0180175151	-14.3	-67.367	280		REYES			85140	0	0
BLM00085152	6.4706153846	6.0772727273	0.3933426573	-14.867	-66.75	194		SAN BORJA/CAPT GERM			85152	0	0
BLM00085153	7.4255			-14.967	-65.633	241		SAN IGNACIO DE MOXO			85153	0	
BLM00085154	8.299137931	6.8104774536	1.4886604775	-14.819	-64.918	155.1		TTE AV JORGE HENRICH ARAUZ			85154	0	0
BLM00085175	12.3	1.5	10.8	-15.717	-63.1	247		ASCENCION GUARAYOS			85175	1	0
BLM00085196	8.075862069	1.4	6.675862069	-16.25	-62.1	497		CONCEPCION			85196	0	0
BLM00085201	3.6371794872	8.6620689655	-5.024889478	-16.513	-68.192	4061.5		EL ALTO INTL			85201	0	0
BLM00085207	7.3984615385	2.75	4.6484615385	-16.367	-60.95	413		SAN IGNACIO VELASCO	GSN		85207	0	0
BLM00085210	0			-16.333	-58.383	124		SAN MATIAS			85210	0	
BLM00085242	5.0802098951	12.336842105	-7.25663221	-17.963	-67.076	3702.1		JUAN MENDOZA			85242	0	1
BLM00085244	9.2193965517	7.8	1.4193965517	-17.645	-63.135	373.4		VIRU VIRU INTL			85244	0	0
BLM00085245	10.722149123	3.4	7.3221491228	-17.812	-63.171	417.9		EL TROMPILLO			85245	1	0
BLM00085247	10.321611722	3.25	7.0716117216	-17.833	-60.75	284		SAN JOSE			85247	1	0
BLM00085268	9.8551724138	2.8	7.0551724138	-18.317	-59.75	284		ROBORE (CIV/MIL)			85268	1	0
BLM00085283	3.575862069	5.8	-2.224137931	-19.007	-65.289	2903.8		JUANA AZURDUY DE PADILLA			85283	0	0
BLM00085289	9.7904761905	4	5.7904761905	-18.975	-57.821	133.8		TTE DE AV SALVADOR OGAYA G	GSN		85289	1	0
BLM00085293	3.6983436853	6.1	-2.401656315	-19.543	-65.724	3935.9		CAPITAN NICOLAS ROJAS			85293	0	0
BLM00085312	7	0	7	-19.783	-63.917	992		MONTEAGUDO			85312	0	0
BLM00085315	12.985	4.35	8.635	-20.05	-63.567	792		CAMIRI			85315	1	0
BLM00085345	15.091123188	0	15.091123188	-21.255	-63.406	398.1		TCNL RAFAEL PABON			85345	1	0
BMM00048008	8.0268518519	13.773571429	-5.746719577	25.367	97.4	147		MYITKYINA			48008	0	1
BMM00048042	8.2873563218	12.13	-3.842643678	21.983	96.1	76		MANDALAY	GSN		48042	0	1
BMM00048062	4.8642450142	13.691714286	-8.827469271	20.133	92.873	8.2		SITTWE	GSN		48062	0	1
BMM00048097	7.0357142857	7.5591811414	-0.523466856	16.907	96.133	33.2		YANGON INTL	GSN		48097	0	0
BMM00048112	6.1722527473	3.3130144605	2.8592382867	9.967	98.583	47		VICTORIA POINT			48112	0	0
BN000005319	8.3143225806	8.7916666667	-0.477344086	10.32	1.48	460		NATITINGOU			65319	0	0
BN000005344	4.1166666667	3.58	0.5366666667	6.35	2.38	4		COTONOU			65344	0	0
BN000065306	9.0106666667	8.9615079365	0.0491587302	11.133	2.933	292		KANDI	GSN		65306	0	0
BN000065335	9.3750769231	2.5655701754	6.8095067476	8.032	2.467	200		SAVE	GSN		65335	1	0
BNM00065330	9.0071684588	3.510483871	5.4966845878	9.35	2.617	393		PARAKOU			65330	0	0
BNM00065338	7.2259259259	2.6518099548	4.5741159712	7.167	2.067	167		BOHICON			65338	0	0
BOM00026657	8.1175	4.0952380952	4.0222619048	54.883	27.75	193		DOKSHITSY			26657	0	0
BOM00033124	8.1933333333	5.3550724638	2.8382608696	51.817	30.3	116		BRAGIN			33124	0	0
BP000091503	1.8085925926	1.0532894737	0.7553031189	-8.333	157.267	3		MUNDA	GSN		91503	0	0
BP000091517		1.3293650794		-9.417	159.967	56		HONIARA			91517		0
BPW00080601	1.6356923077	2.1443850267	-0.508692719	-9.4333	160.05	10.1		GUADALCANAL AAF	GSN		91520	0	0
BR000047002		3.7333333333		-0.617	-47.383	14		SALINOPOLIS			82143		0
BR000082400		1.279020979		-3.85	-32.417	59		FERNANDO DE NORONHA			82400		0
BR000082704		0.7181818182		-7.633	-72.667	194		CRUZEIRO DO SUL	GSN		82704		0
BR000082861	0	0	0	-8.25	-49.28	-999.9		CONCEICAO DO ARAGUAIA			82861	0	0
BR000352000	3.4564102564	16.45	-12.99358974	-3.2	-52.2	112		ALTAMIRA			82353	0	2
BR000956000	5	3.7125	1.2875	-9.867	-56.1	289		ALTA FLORESTA (AERO			82965	0	0
BR002143012	13.3	2.7829573935	10.517042607	-21.767	-43.35	911		JUIZ DE FORA			83692	1	0
BR002957005		0		-29.783	-57.033	78		URUGUAIANA (AEROPOR			83928		0
BR00E3-0520	9.5111111111	7.525	1.9861111111	-23.617	-46.65	802		SAO PAULO (AEROPORT			83780	1	0
BR037041370	4.0060606061	2.45	1.5560606061	-5.05	-42.817	67		TERESINA (AEROPORTO			82579	0	0
BR038484280	3.7	13.173076923	-9.473076923	-7.217	-35.883	502		CAMPINA GRANDE			82795	0	1
BR038837530	6.5666666667	6.7893300248	-0.222663358	-9.4	-38.217	269		PAULO AFONSO			82986	0	0
BR038983570	6.4184615385	5.2933333333	1.1251282051	-9.517	-35.783	118		MACEIO (AEROPORTO)			82993	0	0
BR047635180		1.3722222222		-13.267	-43.417	443		BOM JESUS DA LAPA			83288		0
BR057324290		4.3904761905		-16.717	-43.867	668		MONTES CLAROS			83437		0
BRM00082098		1.5541666667		0.051	-51.072	17.1		MACAPA			82098		0
BRM00082193	0.9743589744	0.6823809524	0.291978022	-1.379	-48.476	16.5		VAL DE CANS INTL			82193	0	0
BRM00082336		1.2		-3.127	-58.481	43.3		ITACOATIARA			82336		0
BRM00082361	1.1837662338	1.6	-0.416233766	-3.786	-49.72	253		TUCURUI			82361	0	0
BRM00082533		0.3764705882		-5.811	-61.278	53		MANICORE			82533		0
BRM00082562		3.0181818182		-5.369	-49.138	108.8		MARABA			82562		0
BRM00083208	4.8611111111	2.7946428571	2.066468254	-12.694	-60.098	615.1		VILHENA			83208	0	0
BRM00083344		3.42		-14.863	-40.863	913.8		VITORIA DA CONQUISTA			83344		0
BRM00083566	5.7820512821	5.3805	0.4015512821	-19.833	-43.917	0		BELO HORIZONTE (CONFINS) *			83566	0	0
BRM00083698		0		-21.698	-41.302	17.4		BARTOLOMEU LISANDRO			83698		0
BRM00083746		5.45		-22.809	-43.244	8.5		GALEAO ANTONIO CARLOS JOBIM			83746		0
BXM00096315	4.100952381	1.8205882353	2.2803641457	4.944	114.928	22.3		BRUNEI INTL			96315	0	0
CA001013051	0	0	0	48.8667	-123.5	45	BC	GANGES MANSELL RD				0	0
CA001016335	0	0	0	48.6	-124.3333	10	BC	PORT RENFREW				0	0
CA001016640	12.198571429	9.1297619048	3.0688095238	48.3	-123.5333	3	BC	RACE ROCKS CS			71778	1	0
CA001017254	11.208205128	8.95	2.2582051282	48.3833	-123.9167	22	BC	SHERINGHAM POINT			71780	1	0
CA001021480	0	0	0	50.3333	-125.45	23	BC	CHATHAM POINT				0	0
CA001023042	1.1758064516	0.0050055617	1.1708008899	49.15	-123.7333	46	BC	GABRIOLA ISLAND				0	0
CA001026170	2.9471326165	3.6129032258	-0.665770609	50.9833	-127.7333	15	BC	PINE ISLAND				0	0
CA001031353	4.0892857143	4.5892857143	-0.5	50.7833	-128.4333	72	BC	CAPE SCOTT				0	0
CA001063461	11.41140553	9.2368663594	2.1745391705	50.9333	-127.6333	14	BC	HERBERT ISLAND (AUT)			71485	1	0
CA001065010	0			52.2667	-128.7167	26	BC	MCINNES ISLAND			71897	0	
CA001104R02	4.7469758065	1.4465725806	3.3004032258	49.2167	-122.5	76	BC	MAPLE RIDGE KANAKA CREEK				0	0
CA001123993	12.683333333	8.2766666667	4.4066666667	49.85	-119.5667	417	BC	KELOWNA QUAILS GATE				1	0
CA001168204	0	0	0	50.9	-119.9167	1840	BC	SUN PEAKS MOUNTAIN				0	0
CA00116Q20D	0	0	0	50.8833	-119.8833	1300	BC	SUN PEAKS LOWER				0	0
CA00116QK0M	9.1962962963	7.7819593787	1.4143369176	50.9	-119.9167	2040	BC	SUN PEAKS UPPER				0	0
CA00220LQJJ	8.2037037037	8.0413333333	0.1623703704	68.9167	-133.95	261	NT	STORM HILLS			71052	0	0
CA003016494	0	0	0	53.55	-112.75	701	AB	TOFIELD NORTH				0	0
CA003050960	0	0	0	49.3	-113.3667	1115	AB	BULLHORN COULEE RESERVOIR			71839	0	0
CA006042MJ7	1.8358294931	0.4078341014	1.4279953917	48.35	-89.6833	274	ON	FLINT				0	0
CA006059D09	32.049462366	0	32.049462366	47.9667	-84.7833	287	ON	WAWA A			71738	8	0
CA006105762	3.1806451613	7.3064516129	-4.125806452	45.05	-76.7833	276	ON	OMPAH-SEITZ				0	0
CA006112133	1.3703917051	1.555875576	-0.185483871	45.6167	-79.8833	268	ON	DUNCHURCH				0	0
CA006116679	0.5190092166	0.0679723502	0.4510368664	44.25	-80.4667	495	ON	PORT LAW				0	0
CA00612HKLR	0	0	0	43.1833	-81.85	200	ON	THEDFORD				0	0
CA006147664	1.4542440318	0.0417771883	1.4124668435	43	-80.4333	247	ON	SCOTLAND				0	0
CA006157012	1.7171658986	1.1607142857	0.5564516129	43.8833	-79.45	240	ON	RICHMOND HILL				0	0
CA007017386	4.3636363636	20.357142857	-15.99350649	45.7333	-73.8833	61	QC	ST JANVIER				0	3
CA007066685	6.6022222222	8.1125925926	-1.51037037	48.5167	-72.2667	179	QC	ROBERVAL A			71728	0	0
CA007103536	1.0418242492	3.6028921023	-2.561067853	55.2833	-77.75	10	QC	KUUJJUARAPIK A				0	0
CA008203249	1.224137931	4.3793103448	-3.155172414	46.0667	-61.3833	32	NS	MABOU				0	0
CA008204525	9.2	13.7	-4.5	45.85	-63.65	5	NS	PUGWASH				0	1
CA008403693	0	0	0	49.0167	-57.6167	38	NL	SOUTH BROOK PASADENA				0	0
CA00840C401	0	0	0	51.3833	-56.1	33	NL	ST ANTHONY A			71819	0	0
CBM00048991	0	7.0676190476	-7.067619048	11.547	104.844	12.2		PHNOM PENH INTL			48991	0	0
CD000004750	9.5854700855	7.2475877193	2.3378823662	9.15	18.38	0		SARH			64750	1	0
CD000064754		6.72		11.033	20.283	436		AM-TIMAN	GSN		64754		0
CE000043497	4.51875	3.4166666667	1.1020833333	6.117	81.133	20		HAMBANTOTA	GSN		43497	0	0
CE000434730	4.3862068966	4.6233333333	-0.237126437	6.967	80.767	1880		NUWARA ELIYA	GSN		43473	0	0
CEM00043418	8.6358374384	3.8393518519	4.7964855866	8.539	81.182	1.8		CHINA BAY			43418	0	0
CEM00043424	5.2977011494	6.8481428571	-1.550441708	8.033	79.833	2		PUTTALAM			43424	0	0
CEM00043441	6.3986021505	4.2358876117	2.1627145388	7.467	80.367	116		KURUNEGALA			43441	0	0
CEM00043466	2.7870967742	3.5537757437	-0.76667897	6.9	79.867	7		COLOMBO	GSN		43466	0	0
CF000004400	7.4042105263	5.3788819876	2.0253285387	-4.82	11.9	17		POINTE NOIRE			64400	0	0
CF000004401	6.3537878788	4.2277777778	2.126010101	-4.18	12.67	330		DOLISIE			64401	0	0
CF000004402	4.1984848485	3.0357142857	1.1627705628	-4	13.95	509		MOUYONDZI			64402	0	0
CF000004405	2.5444444444	2.45625	0.0881944444	-3.68	13.35	531		SIBITI			64405	0	0
CF000004450	5.7619318182	4.0973913043	1.6645405138	-4.25	15.25	314		BRAZZAVILLE			64450	0	0
CF000004452	3.8875	2.8666666667	1.0208333333	-2.62	16.22	312		M'PUOYA			64452	0	0
CF000004453	2.6095238095	1.9695652174	0.6399585921	-2.53	14.77	789		DJAMBALA			64453	0	0
CF000004454	2.1845925926	1.85	0.3345925926	-1.9	15.85	377		GAMBONA			64454	0	0
CF000004456	2.4	7.3902941176	-4.990294118	0.02	15.58	381		MAKOUA			64456	0	0
CF000004458	3.1412878788	0.8425287356	2.2987591432	1.62	16.05	340		OUESSO			64458	0	0
CF000064459	2.5913043478	0.8680555556	1.7232487923	1.617	18.067	327		IMPFONDO	GSN		64459	0	0
CFM00064403	4.7810526316	4.6571428571	0.1239097744	-3.483	12.617	161		MAKABANA			64403	0	0
CFM00064460	3.3127272727	0.8036842105	2.5090430622	2.067	14.133	550		SOUANKE			64460	0	0
CFM00064462	3.6333333333	2.09375	1.5395833333	0.1	13.55	408		KELLE			64462	0	0
CFM00064463	5.1333333333	1.2380952381	3.8952380952	-5.583	14.817	438		EWO			64463	0	0
CGM00064005		0		0.023	18.289	317		MBANDAKA			64005		0
CGM00064210	5.2516666667	4.9368421053	0.3148245614	-4.386	15.445	313		NDJILI INTL			64210	0	0
CGM00064247	0	0.7666666667	-0.766666667	-6.167	23.617	677		MBUJI-MAYI			64247	0	0
CGM00064360		7.0833333333		-11.591	27.531	1309.1		LUBUMBASHI INTL			64360		0
CHM00056739	7.8708333333	16.666666667	-8.795833333	25.117	98.483	1649		TENGCHONG	GSN		56739	0	2
CHM00056951	8.0552688172	15.589	-7.533731183	23.95	100.217	1503		LINCANG			56951	0	2
CHM00056954	8.7193548387	15.174545455	-6.455190616	22.567	99.933	1054		LANCANG			56954	0	2
CHM00059948	8.8959955506	9.4836956522	-0.587700102	18.217	109.583	7		SANYA			59948	0	0
CHM00059981	6.8861290323	7.4565656566	-0.570436624	16.833	112.333	5		XISHA DAO			59981	0	0
CI000085406	9.171657754	6.2417874396	2.9298703144	-18.35	-70.333	58		ARICA	GSN		85406	0	0
CI000085442	8.4708333333	7.4083333333	1.0625	-23.433	-70.45	140		ANTOFAGASTA	GSN		85442	0	0
CI000085469	5.7973856209	6.1482517483	-0.350866127	-27.167	-109.433	69		ISLA DE PASCUA	GSN		85469	0	0
CI000085488	7.5477777778	7.2088319088	0.3389458689	-29.917	-71.2	146		LA SERENA	GSN		85488	0	0
CI000085585	7.126754386	6.5765873016	0.5501670844	-33.633	-75.817	30		JUAN FERNANDEZ	GSN		85585	0	0
CI000085629	18.457878788	8.7343317972	9.7235469906	-34.967	-71.233	225		CURICO	GSN		85629	2	0
CI000085743	15.546428571	5.99375	9.5526785714	-38.75	-72.633	114		TEMUCO	GSN		85743	1	0
CI000085799	10.287394958	5.243438914	5.043956044	-41.433	-73.1	90		PUERTO MONTT	GSN		85799	1	0
CI000085934	11.062051282	8.2045454545	2.8575058275	-53	-70.967	37		PUNTA ARENAS	GSN		85934	1	0
CIM00085418	9.9693181818	6.2344827586	3.7348354232	-20.535	-70.181	47.2		DIEGO ARACENA INTL			85418	1	0
CIM00085672	4.5675	6.1879310345	-1.620431034	-36.582	-72.031	150.9		GENERAL BERNARDO O HIGGINS			85672	0	0
CIM00085682	10.993154762	5.8242474916	5.1689072703	-36.773	-73.063	7.9		CARRIEL SUR INTL			85682	1	0
CIM00085766	15.735714286	5.5839285714	10.151785714	-39.65	-73.086	18		PICHOY			85766	1	0
CIM00085782	9.35	4.3909090909	4.9590909091	-40.6	-73.05	58		OSORNO			85782	0	0
CJW00011813	3.8875776398	3.9564102564	-0.068832617	19.3	-81.3667	2.1		ROBERTS	GSN		78384	0	0
CK000096996	2.9758333333	1.720952381	1.2548809524	-12.183	96.833	4		COCOS ISLAND AERO	GSN		96996	0	0
CM000004910	6.1340659341	1.9764285714	4.1576373626	4.02	9.72	13		DOUALA			64910	0	0
CM000064870	7.3972727273	8.7508928571	-1.35362013	7.35	13.567	1104		NGAOUNDERE	GSN		64870	0	0
CMM00064860	8.621	9.2903846154	-0.669384615	9.336	13.37	242		GAROUA			64860	0	0
CO000080001	1.9377777778	1.5807142857	0.3570634921	12.583	-81.717	6		SAN ANDRES (ISLA)/S	GSN		80001	0	0
CO000080222	1.5637362637	2.518627451	-0.954891187	4.701	-74.15	2548		BOGOTA/ELDORADO	GSN		80222	0	0
CO000080259	2.5005847953	0.664619883	1.8359649123	3.55	-76.383	969		CALI/ALFONSO BONILL	GSN		80259	0	0
CO000080342	5.25	0.7035714286	4.5464285714	1.417	-77.267	1826		PASTO/ANTONIO NARIN	GSN		80342	0	0
COM00080002	1.7086956522	2.1613970588	-0.452701407	13.357	-81.358	3		EL EMBRUJO			80002	0	0
COM00080009	3.2030075188	3.2096256684	-0.00661815	11.12	-74.231	6.7		SIMON BOLIVAR			80009	0	0
COM00080022	2.2	3.1190045249	-0.919004525	10.442	-75.513	1.2		RAFAEL NUNEZ			80022	0	0
COM00080028	3.0470588235	2.7785714286	0.268487395	10.89	-74.781	29.9		ERNESTO CORTISSOZ			80028	0	0
COM00080035	3.9205882353	3.385	0.5355882353	11.526	-72.926	13.1		ALMIRANTE PADILLA			80035	0	0
COM00080036	5.3052631579	3.0576190476	2.2476441103	10.435	-73.25	147.2		ALFONSO LOPEZ PUMAREJO			80036	0	0
COM00080063	2.6966666667	1.483974359	1.2126923077	8.824	-75.826	11		LOS GARZONES			80063	0	0
COM00080084	1.2	1.6125	-0.4125	7.812	-76.716	14		ANTONIO ROLDAN BETANCOURT			80084	0	0
COM00080091	3.6333333333	1.3247863248	2.3085470085	7.024	-73.807	125.6		YARIGUIES			80091	0	0
COM00080094	2.3329411765	1.2233333333	1.1096078431	7.127	-73.185	1187.8		PALONEGRO			80094	0	0
COM00080097	4.5727272727	3.2668148148	1.3059124579	7.928	-72.512	334.1		CAMILO DAZA			80097	0	0
COM00080099	5.0155555556	2.0826086957	2.9329468599	7.069	-70.737	128		SANTIAGO PEREZ			80099	0	0
COM00080110		0.975		6.22	-75.591	1505.7		OLAYA HERRERA			80110		0
COM00080112	1.4588235294	1.9522988506	-0.493475321	6.165	-75.423	2142.1		JOSE MARIA CORDOVA			80112	0	0
COM00080144	2.5422222222	1.3676923077	1.1745299145	5.691	-76.641	62.2		EL CARANO			80144	0	0
COM00080210	1.9895833333	0.9553884712	1.0341948622	4.813	-75.74	1346		MATECANA			80210	0	0
COM00080211	2.6166666667	0.6700483092	1.9466183575	4.453	-75.766	1216.2		EL EDEN			80211	0	0
COM00080214	5.2430555556	2.3537433155	2.88931224	4.422	-75.133	949.1		PERALES			80214	0	0
COM00080234	5.1166666667	3.5005847953	1.6160818713	4.168	-73.614	424.9		VANGUARDIA			80234	0	0
COM00080315	4.062605042	1.652173913	2.410431129	2.95	-75.294	446.2		BENITO SALAS			80315	0	0
COM00080370	0	2.35	-2.35	0.862	-77.672	2976.4		SAN LUIS			80370	0	0
COM00080398	2.2575	1.7670454545	0.4904545455	-4.193	-69.943	84.4		ALFREDO VASQUEZ COBO			80398	0	0
CQC00914080	1.3467741935	5.0944444444	-3.747670251	15.2136	145.7497	252.1	MP	CAPITOL HILL 1				0	0
CQC00914801	2.0532258065	3.5166666667	-1.46344086	14.1717	145.2428	179.2	MP	ROTA AP			91221	0	0
CQC00914855	3.0627956989	2.8259139785	0.2368817204	15.1167	145.7167	65.5	MP	SAIPAN INTL AP			91232	0	0
CS000078774	4.894	3.627972028	1.266027972	10.6	-85.533	80		LIBERIA			78774	0	0
CS000081003	1.3171087533	3.1838095238	-1.86670077	9.967	-83.017	3		PUERTO LIMON	GSN		78767	0	0
CSM00078762	2.8370769231	1.9570850202	0.8799919028	9.994	-84.209	920.8		JUAN SANTAMARIA INTL			78762	0	0
CT000004600	4.4240740741	3.5338345865	0.8902394876	4.22	15.78	583		BERBERATI			64600	0	0
CTM00064601	6.6541666667	2.9029411765	3.7512254902	5.967	15.633	1020		BOUAR			64601	0	0
CTM00064650	6.0087301587	2.625	3.3837301587	4.398	18.519	368.2		BANGUI M POKO			64650	0	0
CUM00078310	5.2706153846	5.6592307692	-0.388615385	21.867	-84.95	8		CABO SAN ANTONIO   PINAR DEL	GSN		78310	0	0
CUM00078325	5.953021978	5.6357142857	0.3173076923	23.167	-82.35	50		CASA BLANCA   LA HABANA	GSN		78325	0	0
CUM00078355	5.636	4.4375172414	1.1984827586	21.4	-77.85	122		CAMAGUEY  CAMAGUEY	GSN		78355	0	0
CUM00078369	3.9845517241	4.1979010495	-0.213349325	20.25	-74.15	10		PUNTA DE MAISI   GUANTANAMO	GSN		78369	0	0
CUW00011706	3.8537681159	4.7846666667	-0.930898551	19.9	-75.15	16.2		GUANTANAMO BAY NAS			78367	0	0
CVM00008583	5.8077898551	6.3378881988	-0.530098344	16.883	-25	63		MINDELO	GSN		8583	0	0
CVM00008589	5.8859848485	6.4215320911	-0.535547243	14.917	-23.6	70		PRAIA			8589	0	0
CVM00008594	7.0249597424	6.9851851852	0.0397745572	16.741	-22.949	53.9		AMILCAR CABRAL INTL			8594	0	0
CWM00091843	7.1533333333	5.9226708075	1.2306625259	-21.203	-159.806	5.8		RAROTONGA INTL	GSN		91843	0	0
DAM00006011	7.9535121328	8.6102564103	-0.656744277	62.017	-6.767	61		TORSHAVN	GSN		6011	0	0
DAM00006190	0	0	0	55.063	14.76	15.8		BORNHOLM RONNE			6190	0	0
DRM00078458	4.8815172414	4.8466666667	0.0348505747	19.75	-70.55	5		PUERTO PLATA			78458	0	0
DRM00078479	3.2164473684	3.9588888889	-0.74244152	18.567	-68.363	14.3		PUNTA CANA INTL			78479	0	0
DRM00078482	2.3404444444	5.1346153846	-2.79417094	18.251	-71.12	3		MARIA MONTEZ INTL			78482	0	0
DRM00078486	2.7603864734	3.3111111111	-0.550724638	18.433	-69.883	14		SANTO DOMINGO			78486	0	0
EC000000006	2.2592592593	2.2302631579	0.0289961014	-1.1	-79.467	73		PICHILINGUE	GSN		84140	0	0
ECM00084008	4.8214285714			-0.917	-89.617	18.9		SAN CRISTOBAL	GSN		84008	0	
ECM00084036	3.2946428571	3.46	-0.165357143	0.6	-77.817	2860		SAN GABRIEL			84036	0	0
ECM00084050	2.3666666667	1.7625185185	0.6041481481	0.017	-79.367	360		LA CONCORDIA			84050	0	0
ECM00084088	2.9745454545	3.76	-0.785454545	-0.35	-78.55	3058		IZOBAMBA	GSN		84088	0	0
ECM00084132	3.01	1.238	1.772	-0.917	-75.417	265		NUEVO ROCAFUERTE			84132	0	0
ECM00084135	1.4590909091	2.4722222222	-1.013131313	-1.033	-80.45	60		PORTOVIEJO			84135	0	0
ECM00084179	1.8883838384	1.6041666667	0.2842171717	-1.5	-77.9	960		PUYO			84179	0	0
ECM00084226	2.5634387352	1.8666666667	0.6967720685	-2.55	-78.933	3083		CANAR			84226	0	0
