station	tmprg_max	tmprg_min	tmprg_diff	lat	lon	elev	state	name	gsn	hcn	wmo	rank_max	rank_min
IV000005592	4.431043956	2.3552727273	2.0757712288	4.42	-7.37	4		TABOU			65592	0	0
IV000065585	5.0875	1.6918757467	3.3956242533	5.3	-3.3	39		ADIAKE	GSN		65585	0	0
IV000065599	4.5535714286	1.7561403509	2.7974310777	4.95	-6.083	66		SASSANDRA	GSN		65599	0	0
IVM00065536	0	0	0	9.387	-5.557	370		KORHOGO			65536	0	0
IVM00065545	7.2974637681	2.6689655172	4.6284982509	8.05	-2.783	370		BONDOUKOU/SOKO			65545	0	0
IVM00065560	5.3994047619	2.0925	3.3069047619	6.793	-6.473	250.9		DALOA			65560	0	0
IVM00065563	6.537037037	4.6615384615	1.8754985755	6.903	-5.366	213.1		YAMOUSSOUKRO			65563	0	0
IVM00065578	4.3938294011	2.3769230769	2.0169063242	5.261	-3.926	6.4		ABIDJAN FELIX HOUPHOUET BOIGN			65578	0	0
IVM00065594	4.6597142857	1.5841666667	3.075547619	4.747	-6.661	7.9		SAN PEDRO			65594	0	0
JA000047991	8.4071528752	8.1485119048	0.2586409704	24.3	153.967	6.1		MINAMI TORI SHIMA MA	GSN		47991	0	0
JM000078388	4.0555555556	2.9661111111	1.0894444444	18.5	-77.917	8		MONTEGO BAY/SANGSTE	GSN		78388	0	0
JMM00078397	2.4425287356	3.515	-1.072471264	17.936	-76.788	3		NORMAN MANLEY INTL			78397	0	0
JUM00061970	3.6657824934	3.0712121212	0.5945703722	-17.05	42.717	10		ILE JUAN DE NOVA			61970	0	0
KE000063612	6.3047619048	6.5964285714	-0.291666667	3.117	35.617	515		LODWAR	GSN		63612	0	0
KE000063661	4.1888888889	3.5337301587	0.6551587302	1.016	35	1875		KITALE	GSN		63661	0	0
KE000063723		1.729		-0.467	39.633	147		GARISSA	GSN		63723		0
KE000063740	3.9505050505	3.3216666667	0.6288383838	-1.317	36.917	1624		JOMO KENYATTA INTL	GSN		63740	0	0
KE000063820	4.5777142857	3.3810769231	1.1966373626	-4.033	39.617	55		MOMBASA	GSN		63820	0	0
KR000091610	1.6130952381	1.46875	0.1443452381	1.35	172.917	4		TARAWA	GSN		91610	0	0
KT000096995	1.0054545455	2.28	-1.274545455	-10.45	105.683	262		CHRISTMAS ISLAND AE	GSN		96995	0	0
LAM00048938	8.8762758621	11.65	-2.773724138	19.233	101.733	326		SAYABOURY			48938	0	1
LAM00048940	7.9942857143	10.623529412	-2.629243697	17.988	102.563	171.9		WATTAY INTL			48940	0	1
LAM00048946	7.3755077658	11.86452381	-4.489016044	17.383	104.65	52		THAKHEK			48946	0	1
LAM00048955	6.0020512821	10.304461538	-4.302410256	15.117	105.167	102		PAKSE			48955	0	1
LAW00041074	6.8071428571	13.426666667	-6.61952381	16.55	104.7667	155.1		SAVANNAKHET L-39			48947	0	1
LG000026238	2.3	26.57805383	-24.27805383	57.9	25.383	12		RUJIENA			26238	0	6
LG000026314	3.6	22.813888889	-19.21388889	57.4	21.533	3		VENTSPILS			26314	0	4
LG000026324	0	20.365325077	-20.36532508	57.35	23.117	6		MERSRAGS			26324	0	3
LG000026422	0	0	0	56.9625	24.04	17		RIGA			26422	0	0
LH000026529	5.4669950739	5.5286195286	-0.061624455	55.75	24.383	58		PANEVEZYS			26529	0	0
LH000026547	7.2738916256	5.0663793103	2.2075123153	55.517	26.3	168		DUKSTAS			26547	0	0
LH000026600	4.9142857143	5.7750769231	-0.860791209	55.35	21.467	5		SILUTE			26600	0	0
LH000026603	4.7822660099	4.8682692308	-0.086003221	55.317	21.017	3		NIDA			26603	0	0
LH000026621	5.525	4.2923076923	1.2326923077	55.383	23.117	111		RASEINIAI			26621	0	0
LH000026634	5.395320197	5.3523809524	0.0429392447	55.25	24.767	73		UKMERGE			26634	0	0
LH000026713	6.4886699507	6.2435344828	0.245135468	54.633	22.783	59		KYBARTAI			26713	0	0
LY000062124	0	0	0	27.02	14.45	432		SEBHA	GSN		62124	0	0
LYE00147747	6.5333333333	4.2431818182	2.2901515152	32.08	20.27	132		BENGHAZI BENINA	GSN		62053	0	0
LYM00062014	7.675	0	7.675	31.733	14.017	259		BENWLID			62014	0	0
LYM00062120	0			30.383	13.583	497		GARIAT EL-SHARGHIA			62120	0	
LYM00062212	0			25.146	10.143	699.8		GHAT			62212	0	
MA000067009	3.1318390805	2.9535714286	0.1782676519	-12.35	49.3	105		ANTSIRANANA	GSN		67009	0	0
MA000067083	8.44125	8.0125	0.42875	-18.8	47.483	1276		ANTANANARIVO/IVATO	GSN		67083	0	0
MA000067095	5.5448148148	6.2915113872	-0.746696572	-18.117	49.4	6		TOAMASINA	GSN		67095	0	0
MA000067143	5.3729699666	6.9547619048	-1.581791938	-21.2	48.367	6		MANANJARY	GSN		67143	0	0
MA000067197	6.1321678322	6.7579365079	-0.625768676	-25.033	46.95	9		TAOLAGNARO	GSN		67197	0	0
MAM00067012	2.1481481481	4.3926923077	-2.24454416	-13.312	48.315	11		FASCENE			67012	0	0
MAM00067023	6.1	6.5481481481	-0.448148148	-14.279	50.175	6.1		SAMBAVA			67023	0	0
MAM00067025	5.9365789474	4.6511111111	1.2854678363	-14.999	50.32	6.1		ANTSIRABATO	GSN		67025	0	0
MAM00067027	2.6514285714	5.0213450292	-2.369916458	-15.667	46.352	26.5		PHILIBERT TSIRANANA			67027	0	0
MAM00067067	8.0618661258	6.6805194805	1.3813466452	-17.633	48.5	780		AMBOHITSILAOZANA			67067	0	0
MAM00067072	0	0	0	-17.094	49.816	2.1		SAINTE MARIE			67072	0	0
MAM00067073	3.335235732	5.4439393939	-2.108703662	-18.05	44.033	23		MAINTIRANO	GSN		67073	0	0
MAM00067085	9.2164102564	6.6566563467	2.5597539097	-18.867	47.5	1310		ANTANANARIVO / VILLE			67085	0	0
MAM00067107	7.4618421053	9.5763636364	-2.114521531	-19.817	47.067	1532		ANTSIRABE			67107	0	1
MAM00067113	5.9342857143	6.8861111111	-0.951825397	-19.833	48.8	5		MAHANORO			67113	0	0
MAM00067117	3.962037037	8.0590686275	-4.09703159	-20.285	44.318	9.1		MORONDAVA			67117	0	0
MAM00067137	8.2801587302	7.6510971787	0.6290615515	-21.442	47.112	1115		FIANARANTSOA			67137	0	0
MAM00067152	8.4637931034	7.9290448343	0.5347482691	-22.55	45.4	824		RANOHIRA			67152	0	0
MFM00067005	3.0668333333	3.8023809524	-0.735547619	-12.805	45.281	7		DZAOUDZI PAMANDZI	GSN		67005	0	0
MI000067693	0	7.6761904762	-7.676190476	-15.683	34.967	767		CHILEKA	GSN		67693	0	0
ML000061270	11.12	8.2888172043	2.8311827957	13.067	-9.467	334		KITA	GSN		61270	1	0
ML000061297	7.8672413793	8.5204761905	-0.653234811	11.35	-5.683	375		SIKASSO	GSN		61297	0	0
MLM00061235	10.455172414	9.2964017991	1.1587706147	15.117	-10.567	100		YELIMANE			61235	1	0
MLM00061272	9.8082051282	8.7533333333	1.0548717949	13.4	-6.15	289		SEGOU			61272	1	0
MLM00061285	10.759259259	8.3975	2.3617592593	12.85	-11.233	132		KENIEBA			61285	1	0
MLM00061291	9.2170454545	10.155555556	-0.938510101	12.534	-7.95	380.1		SENOU			61291	0	1
MLM00061293	9.6583333333	9.4676190476	0.1907142857	12.383	-5.467	367		KOUTIALA			61293	1	0
MLM00061296	8.6333333333	8.0697947214	0.5635386119	11.417	-7.5	351		BOUGOUNI			61296	0	0
MOM00060135	11.165384615	9.4472222222	1.7181623932	34.051	-6.752	84.1		SALE			60135	1	0
MOM00060220	10.3	8.56	1.74	31.398	-9.682	117		ESSAOUIRA			60220	1	0
MP000061974	3.6290322581	2.1427248677	1.4863073903	-10.433	56.75	3		AGALEGA	GSN		61974	0	0
MP000061986	6.1339861751	4.1917989418	1.9421872333	-16.45	59.617	4		ST. BRANDON (ST. RA	GSN		61986	0	0
MP000061988	5.9163076923	5.3675925926	0.5487150997	-19.683	63.417	59		RODRIGUES	GSN		61988	0	0
MP000061990	4.8062608696	5.5933333333	-0.787072464	-20.433	57.683	57		PLAISANCE (MAURITIU	GSN		61990	0	0
MP000061995	5.752962963	5.5240102171	0.2289527458	-20.3	57.5	425		VACOAS (MAURITIUS)			61995	0	0
MR000001461	6.5733333333	2.97	3.6033333333	17.53	-14.68	85		BOUTILIMIT			61461	0	0
MR000061401	0	10.6	-10.6	25.233	-11.617	360		BIR MOGHREIN	GSN		61401	0	1
MR000061415	7.6666666667	7.3576388889	0.3090277778	20.933	-17.033	3		NOUADHIBOU	GSN		61415	0	0
MU000041288	10.975952381	7.5974910394	3.3784613415	20.667	58.9	19		MASIRAH	GSN		41288	1	0
MUM00041304	7.7064516129	8.8247619048	-1.118310292	18.133	55.183	273		MARMUL			41304	0	0
MUM00041312	5.619047619	3.062962963	2.5560846561	16.933	54.017	25		MINA SALALAH			41312	0	0
MUM00041315	9.2747311828	9.3692307692	-0.094499586	17.25	54.083	881		QAIROON HAIRITI			41315	0	0
MUM00041316	5.3561007958	9.3250988142	-3.968998018	17.039	54.091	22.3		SALALAH	GSN		41316	0	0
MV000043555	1.8523809524	2.422	-0.569619048	4.2	73.533	2		MALE	GSN		43555	0	0
MX000003068	9.1859903382	16.1	-6.914009662	24.95	-111.7	48		CIUDAD CONSTITUCION			76402	0	2
MX000014066	8.2844054581	10.94005848	-2.655653021	20.72	-103.38	1583		GUADALAJARA			76612	0	1
MX000016144	6.3836182336	9.1	-2.716381766	20	-102.28	1540		ZAMORA			76662	0	0
MX000017004	6.4247863248	5.0333333333	1.3914529915	18.883	-99.233	1618		CUERNAVACA			76726	0	0
MX000023003	7.4340659341	7.2551948052	0.1788711289	19.7	-87.9	12		FELIPE CARRILLO PUE			76698	0	0
MX000029030	7.5406060606	7.688045977	-0.147439916	19.32	-98.23	2240		XICOHTENCATL			76683	0	0
MX000076458	6.1444444444	10.627126437	-4.482681992	23.2	-106.417	4		COLONIA JUAN CARRAS	GSN		76458	0	1
MX000076577	8.5217142857	8.728	-0.206285714	21	-101.283	1999		GUANAJUATO	GSN		76577	0	0
MX000076644	7.4218487395	8.7150793651	-1.293230626	20.983	-89.65	9		AEROP.INTERNACIONAL	GSN		76644	0	0
MX000076654	3.393956044	5.9966666667	-2.602710623	19.05	-104.317	3		MANZANILLO	GSN		76654	0	0
MX000766800	6.041	6.4963636364	-0.455363636	19.4	-99.183	2303		MEXICO CITY	GSN		76680	0	0
MX000768330	5.3627272727	5.24	0.1227272727	16.167	-95.183	11		SALINA CRUZ	GSN		76833	0	0
MXM00076253	8.5	8	0.5	27.393	-109.833	62.5		CIUDAD OBREGON INTL			76253	0	0
MXM00076412	6.9722222222	13.670588235	-6.698366013	24.765	-107.475	32.9		CULIACAN INTL			76412	0	1
MXM00076519	8.5125	13.370833333	-4.858333333	22.1	-103.267	1673		COLOTLAN  JAL.			76519	0	1
MXM00076525	8.0111111111	7.1444444444	0.8666666667	22.783	-102.567	2612		ZACATECAS  ZAC. (LA BUFA  ZAC			76525	0	0
MXM00076539	8.1972222222	11.026495726	-2.829273504	22.254	-100.931	1839.5		PONCIANO ARRIAGA INTL			76539	0	1
MXM00076556	7.05	8.65	-1.6	21.419	-104.843	920.5		TEPIC			76556	0	0
MXM00076571	8.6234848485	11.708333333	-3.084848485	21.705	-102.318	1862.9		JESUS TERAN INTL			76571	0	1
MXM00076573	7.45	0.65	6.8	21.35	-101.917	1942		LAGOS DE MORENO  JAL.			76573	0	0
MXM00076585	10.957857143	8.8704761905	2.0873809524	21.317	-98.817	132		MATLAPA  S.L.P.			76585	1	0
MXM00076593	6.1782967033	6.2	-0.021703297	21.3	-89.65	2		PROGRESO  YUC.			76593	0	0
MXM00076625	8.8333333333	8.4	0.4333333333	20.617	-100.186	1919		QUERETARO INTERCONTINENTAL			76625	0	0
MXM00076632	6.6266666667	9.35	-2.723333333	20.133	-98.75	2435		PACHUCA  HGO.			76632	0	0
MXM00076634	6.9356884058	7.6770750988	-0.741386693	20.083	-98.367	2181		TULANCINGO  HGO.			76634	0	0
MXM00076647	7.3947204969	6.952006689	0.4427138079	20.683	-88.2	27		VALLADOLID  YUC.			76647	0	0
MXM00076656	6.5694736842	9.9876190476	-3.418145363	19.717	-103.467	1515		CIUDAD GUZMAN  JAL.			76656	0	1
MXM00076658	5.2166666667	6.92	-1.703333333	19.277	-103.577	751.9		COLIMA			76658	0	0
MXM00076665	7.4817777778	7.8347826087	-0.353004831	19.7	-101.183	1913		MORELIA  MICH.			76665	0	0
MXM00076675	5.5246666667	9.672	-4.147333333	19.283	-99.683	2720		TOLUCA  MEX.			76675	0	1
MXM00076681	5.2933333333	8.4875	-3.194166667	19.317	-99.183	2278		GEOGRAFIA UNAM			76681	0	0
MXM00076685	8	8.7333333333	-0.733333333	19.158	-98.371	2243.6		HERMANOS SERDAN INTL			76685	0	0
MXM00076687	6.9920634921	7.6972222222	-0.70515873	19.55	-96.917	1389		JALAPA  VER.			76687	0	0
MXM00076692	7.0606451613	8.2542694497	-1.193624288	19.15	-96.117	16		HACIENDA YLANG YLANG VERACRUZ	GSN		76692	0	0
MXM00076695	8.6523411371	6.7095441595	1.9427969776	19.817	-90.5	10.4		INGENIERO ALBERTO ACUNA ONGAY			76695	0	0
MXM00076737	6.7572222222	8.1019230769	-1.344700855	18.85	-97.1	1259		ORIZABA  VER.			76737	0	0
MXM00076741	7.1851190476	6.1458333333	1.0392857143	18.133	-94.417	22		COATZACOALCOS  VER.			76741	0	0
MXM00076743	8.6814479638	5.3384615385	3.3429864253	17.983	-92.933	16		VILLAHERMOSA  TAB.			76743	0	0
MXM00076750	6.3107142857	9.4023076923	-3.091593407	18.505	-88.327	11.9		CHETUMAL INTL			76750	0	0
MXM00076762	4.2267676768	5.734	-1.507232323	17.55	-99.5	1265		CHILPANCINGO  RO.			76762	0	0
MXM00076775	6.8444736842	7.5684210526	-0.723947368	17.05	-96.717	1518		OAXACA  OAX.			76775	0	0
MXM00076805	3.4806878307	3.4605820106	0.0201058201	16.833	-99.933	3		ACAPULCO  GRO.			76805	0	0
MXM00076840	6.1178362573	5.3596491228	0.7581871345	16.233	-93.9	48		ARRIAGA  CHIS.			76840	0	0
MXM00076843	7.9833333333	6.1333333333	1.85	16.77	-93.341	1051.9		FRANCISCO SARABIA			76843	0	0
MXM00076845	4.6780952381	7.0215608466	-2.343465608	16.75	-92.633	2116		SN. CRISTOBAL LAS CASAS  CHIS			76845	0	0
MXM00076848	6.1815217391	6.146	0.0355217391	16.25	-92.133	1646		COMITAN  CHIS.			76848	0	0
MXM00076855	3.9344827586	4.357730812	-0.423248053	15.683	-96.483	46		PUERTO ANGEL  OAX.			76855	0	0
MXM00076903	3.1496551724	3.2175268817	-0.067871709	14.917	-92.25	118		TAPACHULA  CHIS			76903	0	0
MY000048620	0	2.2526315789	-2.252631579	4.217	100.7	8		SITIAWAN	GSN		48620	0	0
MY000048657	0	3.0405572755	-3.040557276	3.62	103.22	16		KUANTAN	GSN		48657	0	0
MY000096413	3.6	1.8397058824	1.7602941176	1.483	110.333	27		KUCHING	GSN		96413	0	0
MY000096441	2.4	1.7159663866	0.6840336134	3.2	113.033	5		BINTULU	GSN		96441	0	0
MY000096465	2.7	2.3	0.4	5.3	115.25	30		LABUAN	GSN		96465	0	0
MY000096491	1.7	1.7	0	5.9	118.067	13		SANDAKAN	GSN		96491	0	0
MYM00048601	0.7	1.8055555556	-1.105555556	5.297	100.277	3.4		PENANG INTL			48601	0	0
MYM00048615		3.9583333333		6.167	102.293	4.9		SULTAN ISMAIL PETRA			48615		0
MYM00048647	0	3.425	-3.425	3.131	101.549	27.4		SULTAN ABDUL AZIZ SHAH INTL			48647	0	0
MYM00048650	0	2.0284313725	-2.028431373	2.746	101.71	21		KUALA LUMPUR INTL			48650	0	0
MYM00048665	0	1.9	-1.9	2.263	102.252	10.7		MALACCA			48665	0	0
MYM00096421	2.1	2.4046153846	-0.304615385	2.262	111.985	37.2		SIBU			96421	0	0
MYM00096449	0.6	1.9533333333	-1.353333333	4.322	113.987	18		MIRI			96449	0	0
MYM00096471	0	2.5127777778	-2.512777778	5.937	116.051	3		KOTA KINABALU INTL			96471	0	0
MYM00096481	0.2	1.1352941176	-0.935294118	4.313	118.122	17.4		TAWAU			96481	0	0
MZ000067215	3.2125	6.3032894737	-3.090789474	-12.983	40.533	50		PEMBA	GSN		67215	0	0
MZ000067217	5.1455882353	7.1231601732	-1.977571938	-13.3	35.233	1365		LICHINGA			67217	0	0
MZ000067237	7.5979411765	5.3793522267	2.2185889497	-15.1	39.283	441		NAMPULA			67237	0	0
MZ000067261	0	4.6	-4.6	-16.183	33.583	150		TETE			67261	0	0
MZ000067283	6.8950549451	8.0110869565	-1.116032011	-17.883	36.883	16		QUELIMANE	GSN		67283	0	0
MZ000067295	6.2715384615	10.987012987	-4.715474525	-19.117	33.467	732		CHIMOIO			67295	0	1
MZ000067297	5.9383333333	8.2970833333	-2.35875	-19.8	34.9	16		BEIRA	GSN		67297	0	0
MZ000067323	6.4142307692	7.4891666667	-1.074935897	-23.867	35.383	15		INHAMBANE	GSN		67323	0	0
MZ000067335	5.1466666667	14.275	-9.128333333	-25.05	33.633	5		XAI XAI			67335	0	2
MZM00067223	5.9	13.083333333	-7.183333333	-13.133	39.033	535		MONTEPUEZ			67223	0	1
MZM00067241	4.99	6.5666666667	-1.576666667	-15.033	40.672	10.1		LUMBO			67241	0	0
MZM00067273		7.85		-16.217	39.9	62		ANGOCHE			67273		0
MZM00067315	5.7	8.7909090909	-3.090909091	-22.018	35.313	14		VILANKULO			67315	0	0
MZM00067327	6.5233766234	7.6496153846	-1.126238761	-24.05	34.05	150		PANDA-INHAMBANE			67327	0	0
MZM00067331		3.1		-24.483	32.083	151		MAPULANGUENE-MAPUTO			67331		0
MZM00067341	3.2235294118	10.110909091	-6.887379679	-25.921	32.573	44.2		MAPUTO			67341	0	1
MZM00067346	0	9.2916666667	-9.291666667	-26.283	32.183	104		CHANGALANE			67346	0	0
NC000091577	6.3661052632	8.1	-1.733894737	-20.567	164.283	18		KOUMAC (NLLE-CALEDO	GSN		91577	0	0
NCW00082608	7.0555555556	5.67	1.3855555556	-22.2667	166.4333	15.2		NOUMEA NF			91592	0	0
NEM00091824	5.72	6.65	-0.93	-19.083	-169.933	59		HANAN AIRPORT	GSN		91824	0	0
NFM00094996	0			-29.042	167.939	113.1		NORFOLK ISLAND INTL	GSN		94996	0	
NG000001052	8.9172932331	11.332692308	-2.415399075	13.5	2.13	216		NIAMEY AERO			61052	0	1
NG000001075	9.2138888889	11.268609023	-2.054720134	13.8	5.25	272		BIRNI N'KONNI			61075	0	1
NGM00061053	9.186	10.334022556	-1.148022556	13.033	3.3	225		DOSSO			61053	0	1
NGM00061099	8.7022486772	7.1979323308	1.5043163464	11.883	3.45	202		GAYA			61099	0	0
NH000091554	4.0587761675	5.3864721485	-1.327695981	-15.517	167.217	44		PEKOA AIRPORT (SANT	GSN		91554	0	0
NH000091568	4.8556818182	7.0703703704	-2.214688552	-20.233	169.767	7		ANEITYUM	GSN		91568	0	0
NHM00091551	3.6398333333	1.6625	1.9773333333	-13.85	167.55	18		SOLA/VANUA LAVA ISL			91551	0	0
NHM00091555	3.2808695652	3.741902834	-0.461033269	-16.417	167.8	26		LAMAP/MALEKOULA ISL			91555	0	0
NHM00091557	4.880952381	6.7845394737	-1.903587093	-17.699	168.32	21.3		PORT VILA BAUERFIELD			91557	0	0
NHM00091565	5.1254807692	6.3	-1.174519231	-19.455	169.224	5.8		TANNA			91565	0	0
NIM00065046	7.1333333333	18.2	-11.06666667	12.048	8.525	476.1		MALLAM AMINU INTL			65046	0	3
NIM00065101	7.3333333333	6.9	0.4333333333	8.44	4.494	343.2		ILORIN			65101	0	0
NIM00065123	10.133333333	6.2333333333	3.9	9.617	6.533	260		MINNA	GSN		65123	1	0
NIM00065134	7.6	4.75	2.85	9.64	8.869	1289.9		YAKUBU GOWON			65134	0	0
NIM00065167	7.9166666667	7.35	0.5666666667	9.258	12.43	182.6		YOLA	GSN		65167	0	0
NIM00065201	5.7151515152	14.4	-8.684848485	6.577	3.321	41.1		MURTALA MUHAMMED			65201	0	2
NIM00065250	5.9833333333	1.9133333333	4.07	5.015	6.95	26.5		PORT HARCOURT INTL			65250	0	0
NIM00065257	3.9	1.925	1.975	6.467	7.55	137		ENUGU			65257	0	0
NIM00065271	10.2	5.3	4.9	7.704	8.614	113.1		MAKURDI			65271	1	0
NLE00113724	9.0947311828	9.8420430108	-0.747311828	53.2178	3.2203	38		K13				0	1
NOE00111385	0	0	0	66	2	6		MIKE				0	0
NPM00044477	8.8096296296	14.185185185	-5.375555556	26.983	87.35	1210		DHANKUTA			44477	0	2
NSM00081225	1.3138888889	0	1.3138888889	5.453	-55.188	18		JOHAN A PENGEL INTL			81225	0	0
NTM00078866	3.58	3.3139393939	0.2660606061	18.041	-63.109	4.3		PRINCESS JULIANA INTL			78866	0	0
NTM00078988	3.3025252525	3.75	-0.447474747	12.189	-68.96	8.8		HATO			78988	0	0
NUM00078741	1.8	3.3	-1.5	12.141	-86.168	59.1		MANAGUA INTL			78741	0	0
NZ000093292	11.410714286	8.0094117647	3.401302521	-38.65	177.983	5		GISBORNE AERODROME	GSN		93292	1	0
NZ000093417	8.6771978022	10.116666667	-1.439468864	-40.9	174.983	7		PARAPARAUMU AWS	GSN		93420	0	1
NZ000093844	9.337962963	6.4338235294	2.9041394336	-46.417	168.333	2		INVERCARGILL AIRPOR	GSN		93845	0	0
NZ000093994	8.6296296296	8.3047619048	0.3248677249	-29.25	-177.917	49		RAOUL ISL/KERMADEC			93997	0	0
NZ000933090	9.3794334975	7.84375	1.5356834975	-39.017	174.183	32		NEW PLYMOUTH AWS	GSN		93309	1	0
NZM00093110	10.201984127	8.5666666667	1.6353174603	-37	174.8	7		AUCKLAND AERO AWS			93110	1	0
NZM00093439	8.5285714286	8.2142857143	0.3142857143	-41.333	174.8	12		WELLINGTON AERO AWS			93439	0	0
NZM00093678	9.6572307692	7.3414035088	2.3158272605	-42.417	173.7	101		KAIKOURA			93678	1	0
PA000086086	10.26	9.4047619048	0.8552380952	-22.283	-57.933	87		PUERTO CASADO	GSN		86086	1	0
PA000086134	12.1	9.2821428571	2.8178571429	-23.43	-57.417	74		CONCEPCION			86134	1	0
PAM00086065	9.08	9.3857142857	-0.305714286	-22.55	-61.55	220		PELAYO PRAT GILL			86065	0	0
PAM00086097	10.191093117	7.1275641026	3.0635290148	-22.6	-55.833	652		PEDRO JUAN CABALLERO			86097	1	0
PAM00086210	9.1647619048	9.4392857143	-0.27452381	-24.033	-54.35	265		SALTOS DEL GUAIRA			86210	0	0
PE000084377	2.6662745098	1.6617777778	1.004496732	-3.783	-73.3	126		IQUITOS	GSN		84377	0	0
PE000084455	1.7812030075	2.4766483516	-0.695445344	-6.5	-76.367	282		TARAPOTO	GSN		84455	0	0
PE000084752	2.0314705882	2.9066091954	-0.875138607	-16.332	-71.567	2520		AREQUIPA	GSN		84752	0	0
PEM00084370	3.9139588101	1.6787545788	2.2352042313	-3.553	-80.381	35.1		PEDRO CANGA			84370	0	0
PEM00084390		0.5666666667		-4.577	-81.254	86		CAPITAN MONTES			84390		0
PEM00084401	5.9364285714	6.1561904762	-0.219761905	-5.206	-80.616	35.4		CAPITAN FAP GUILLERMO CONCHA			84401	0	0
PEM00084425		2.7971153846		-5.894	-76.118	178.9		MOISES BENZAQUEN RENGIFO			84425		0
PEM00084452	6.5652777778	4.8452205882	1.7200571895	-6.787	-79.828	29.6		CAPT JOSE A  QUINONES GONZALE			84452	0	0
PEM00084472		4.5286324786		-7.139	-78.489	2676.4		GEN FAP ARMANDO REVOREDO IGLE			84472		0
PEM00084501	4.4338935574	4.6293233083	-0.195429751	-8.081	-79.109	32.3		CAPITAN CARLOS MARTINEZ DE PI			84501	0	0
PEM00084515	2.8875	2.04	0.8475	-8.378	-74.574	156.4		CAP FAP DAVID ABENZUR RENGIFO			84515	0	0
PEM00084542		2.8		-9.347	-77.598	2749.9		COMANDANTE FAP GERMAN ARIAS G			84542		0
PEM00084564		5.2		-9.879	-76.205	1850.1		ALFEREZ FAP D F FERNANDINI			84564		0
PEM00084628	8.5575	5.8975708502	2.6599291498	-12.022	-77.114	34.4		JORGE CHAVEZ INTL			84628	0	0
PEM00084658	5.2666666667	4.9735221675	0.2931444992	-12.614	-69.229	200.9		PADRE ALDAMIZ			84658	0	0
PEM00084673		2.6811688312		-13.155	-74.204	2717.9		CORONEL FAP ALFREDO MENDIVIL			84673		0
PEM00084686	2.6866666667	6.45	-3.763333333	-13.536	-71.939	3310.1		TENIENTE ALEJANDRO VELASCO AS			84686	0	0
PEM00084691	7.9431077694	6.1848571429	1.7582506266	-13.745	-76.22	11.9		PISCO INTL			84691	0	0
PEM00084735	2.9041062802	8.4583157895	-5.554209509	-15.467	-70.158	3825.8		JULIACA			84735	0	0
PEM00084782	9.297826087	7.1222222222	2.1756038647	-18.053	-70.276	468.8		CORONEL CARLOS CIRIANI SANTA			84782	0	0
PK008020100	0			35.3	75.683	2181		SKARDU			41517	0	
PKM00041530		0		33.994	71.515	353		PESHAWAR INTL			41530		0
PO000008506	9.7555718475	9.1878289474	0.5677429001	38.52	-28.63	62		HORTA (AZORES)	GSN		8506	1	0
PO000008522	7.258640553	6.9965277778	0.2621127752	32.63	-16.8997	25		FUNCHAL	GSN		8522	0	0
POM00008512	9.7571428571	9.0157894737	0.7413533835	37.741	-25.698	78.9		PONTA DELGADA	GSN		8512	1	0
POM00008515	10.286666667	9.2577205882	1.0289460784	36.971	-25.171	93.9		SANTA MARIA			8515	1	0
POM00008521	8.1712820513	7.8601538462	0.3111282051	32.683	-16.767	49		FUNCHAL/S.CATARINA			8521	0	0
POM00008524	8.2294444444	8.1360784314	0.0933660131	33.073	-16.35	103.9		PORTO SANTO			8524	0	0
PSC00914519	1.6	1.0541666667	0.5458333333	7.45	134.5	31.1	PW	NEKKEN FORESTRY				0	0
PSC00914712	0.6845238095	0.9292857143	-0.244761905	7.0333	134.2667	3	PW	PELELIU				0	0
PSW00040309	1.5691397849	1.294047619	0.2750921659	7.3333	134.4833	28.7	PW	KOROR WSO	GSN		91408	0	0
PUM00061766	4.9642105263			11.895	-15.654	39.3		BISSAU OSWALDO VIEIRA INTL			61766	0	
PUM00061769	4.4916666667			11.583	-15.483	20		BOLAMA			61769	0	
REM00061980	4.8619047619	6.5418803419	-1.67997558	-20.887	55.51	20.1		ST DENIS GILLOT			61980	0	0
RMC00913915	1.8602380952	2.1757142857	-0.31547619	7.2667	168.8333	1.8	MH	AILINGLAPALAP			91367	0	0
RMC00914053	2.0653763441	2.1193548387	-0.053978495	7.0725	171.5544	2.4	MH	ARNO				0	0
RMC00914304	0.9387096774	1.1292626728	-0.190552995	5.9167	169.65	1.8	MH	JALUIT			91369	0	0
RMC00914399	0.2094623656	0.1641935484	0.0452688172	7.1361	171.0411	2.1	MH	LAURA				0	0
RMC00914487	2.2358064516	1.310952381	0.9248540707	6.0833	171.7333	3	MH	MILI			91378	0	0
RMC00914903	0.6483870968	0.7225806452	-0.074193548	9.4667	170.25	1.8	MH	WOTJE			91371	0	0
RMW00040604	1.2626190476	0.7428571429	0.5197619048	8.7333	167.7333	2.1	MH	KWAJALEIN	GSN		91366	0	0
RMW00040710	1.06	1.1401075269	-0.080107527	7.0833	171.3833	3	MH	MAJURO WBAS AP	GSN		91376	0	0
RP000098232	8.5437037037	3.9609411765	4.5827625272	18.367	121.633	3		APARRI	GSN		98232	0	0
RP000098429	6.875862069	4.8302884615	2.0455736074	14.517	121	15		NINOY AQUINO INTERN			98429	0	0
RP000098430	5.9450537634	5.2391447368	0.7059090266	14.633	121.017	46		SCIENCE GARDEN	GSN		98430	0	0
